Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ,¿Ü±¹ÀÎ,±â°ü°è,±ÝÀ¶ÅõÀÚ,º¸Çè,Åõ½Å,ÀºÇà,±âÅ¸±ÝÀ¶,¿¬±â±Ý,±âÅ¸¹ýÀÎ,±âÅ¸¿ÜÀÎ,»ç¸ðÆÝµå
A313760,Àª¸µ½º,20220810,5040,-4686,0,0,0,0,0,0,0,-300,-54,0
A313760,Àª¸µ½º,20220809,1043,-997,0,0,0,0,0,0,0,0,-46,0
A313760,Àª¸µ½º,20220812,-18657,18647,0,0,0,0,0,0,0,10,0,0
A313760,Àª¸µ½º,20220811,-14148,14148,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20220816,-1292,1789,0,0,0,0,0,0,0,-500,3,0
A313760,Àª¸µ½º,20220818,12572,-12916,0,0,0,0,0,0,0,344,0,0
A313760,Àª¸µ½º,20220817,5402,-5647,0,0,0,0,0,0,0,250,-5,0
A313760,Àª¸µ½º,20220819,2737,-3128,1,1,0,0,0,0,0,360,30,0
A313760,Àª¸µ½º,20220822,4462,-4497,0,0,0,0,0,0,0,5,30,0
A313760,Àª¸µ½º,20220824,-12257,11933,-1,-1,0,0,0,0,0,0,325,0
A313760,Àª¸µ½º,20220823,-4112,3792,0,0,0,0,0,0,0,0,320,0
A313760,Àª¸µ½º,20220826,1171,-1196,0,0,0,0,0,0,0,-2,27,0
A313760,Àª¸µ½º,20220825,1385,-1315,0,0,0,0,0,0,0,0,-70,0
A313760,Àª¸µ½º,20220830,1022,-4607,0,0,0,0,0,0,0,-82,3667,0
A313760,Àª¸µ½º,20220829,-6414,2748,0,0,0,0,0,0,0,0,3666,0
A313760,Àª¸µ½º,20220901,12273,-8454,0,0,0,0,0,0,0,-3890,71,0
A313760,Àª¸µ½º,20220831,10336,-6446,0,0,0,0,0,0,0,-3890,0,0
A313760,Àª¸µ½º,20220902,2399,-2400,0,0,0,0,0,0,0,1,0,0
A313760,Àª¸µ½º,20220905,-7632,7505,102,102,0,0,0,0,0,0,25,0
A313760,Àª¸µ½º,20220907,6203,-3370,-2914,103,0,0,0,0,0,105,-24,-3017
A313760,Àª¸µ½º,20220906,-13233,13130,103,103,0,0,0,0,0,-6,6,0
A313760,Àª¸µ½º,20220908,-1056,902,112,112,0,0,0,0,0,40,2,0
A313760,Àª¸µ½º,20220913,-6817,6832,0,0,0,0,0,0,0,0,-15,0
A313760,Àª¸µ½º,20220915,-4528,5554,0,0,0,0,0,0,0,-1018,-8,0
A313760,Àª¸µ½º,20220914,-7120,8141,0,0,0,0,0,0,0,-1018,-3,0
A313760,Àª¸µ½º,20220916,541,-559,0,0,0,0,0,0,0,20,-2,0
A313760,Àª¸µ½º,20220919,2005,-2252,0,0,0,0,0,0,0,247,0,0
A313760,Àª¸µ½º,20220921,-4827,5813,0,0,0,0,0,0,0,-999,13,0
A313760,Àª¸µ½º,20220920,-4331,4820,0,0,0,0,0,0,0,-499,10,0
A313760,Àª¸µ½º,20220923,2954,-3126,0,0,0,0,0,0,0,162,10,0
A313760,Àª¸µ½º,20220922,1261,-1420,0,0,0,0,0,0,0,158,1,0
A313760,Àª¸µ½º,20220927,-11636,13356,0,0,0,0,0,0,0,-1720,0,0
A313760,Àª¸µ½º,20220926,579,1141,0,0,0,0,0,0,0,-1720,0,0
A313760,Àª¸µ½º,20220929,-40073,33391,5176,5000,0,176,0,0,0,1233,273,0
A313760,Àª¸µ½º,20220928,-29186,29136,0,0,0,0,0,0,0,0,50,0
A313760,Àª¸µ½º,20220930,-9893,10389,-176,0,0,-176,0,0,0,-400,80,0
A313760,Àª¸µ½º,20221005,10033,-8630,0,0,0,0,0,0,0,-1413,10,0
A313760,Àª¸µ½º,20221004,1361,-920,0,0,0,0,0,0,0,-441,0,0
A313760,Àª¸µ½º,20221007,-1372,1577,0,0,0,0,0,0,0,-205,0,0
A313760,Àª¸µ½º,20221006,-1082,1082,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221011,8451,-7228,0,0,0,0,0,0,0,-1223,0,0
A313760,Àª¸µ½º,20221013,13775,-18783,5000,5000,0,0,0,0,0,0,8,0
A313760,Àª¸µ½º,20221012,1446,-6454,5000,5000,0,0,0,0,0,0,8,0
A313760,Àª¸µ½º,20221014,-5169,3430,2107,2107,0,0,0,0,0,0,-368,0
A313760,Àª¸µ½º,20221017,-9473,9473,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221019,-13409,13409,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221018,-9641,9641,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221021,-6079,-3598,10000,10000,0,0,0,0,0,0,-323,0
A313760,Àª¸µ½º,20221020,-9501,4501,5000,5000,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221025,-3413,-5668,9026,9026,0,0,0,0,0,0,55,0
A313760,Àª¸µ½º,20221024,-1740,-3260,5000,5000,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221027,-10756,5379,5262,5262,0,0,0,0,0,115,0,0
A313760,Àª¸µ½º,20221026,-1114,-963,2062,2062,0,0,0,0,0,15,0,0
A313760,Àª¸µ½º,20221028,38534,-48275,9489,8288,0,1201,0,0,0,1,251,0
A313760,Àª¸µ½º,20221031,5734,-5734,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221102,12828,-16010,3000,3000,0,0,0,0,0,-1,183,0
A313760,Àª¸µ½º,20221101,10343,-10525,0,0,0,0,0,0,0,-1,183,0
A313760,Àª¸µ½º,20221104,-4628,-396,5000,5000,0,0,0,0,0,24,0,0
A313760,Àª¸µ½º,20221103,-3278,1254,2000,2000,0,0,0,0,0,24,0,0
A313760,Àª¸µ½º,20221108,-9077,6101,3000,3000,0,0,0,0,0,-24,0,0
A313760,Àª¸µ½º,20221107,-1790,1790,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221110,-6756,2756,4000,4000,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221109,-4288,2288,2000,2000,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221111,-9415,7415,2000,2000,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221114,-24607,24493,75,0,0,75,0,0,0,0,39,0
A313760,Àª¸µ½º,20221116,722,-647,-75,0,0,-75,0,0,0,0,0,0
A313760,Àª¸µ½º,20221115,339,-264,-75,0,0,-75,0,0,0,0,0,0
A313760,Àª¸µ½º,20221118,-3113,3262,0,0,0,0,0,0,0,0,-149,0
A313760,Àª¸µ½º,20221117,-3634,3789,0,0,0,0,0,0,0,0,-155,0
